vf[ky Hkkjrh; iqfyl izfr;ksfxrk esa f[kykfM;ksa }kjk vftZr fd;s x;s indksa dk fooj.k,vf[ky Hkkjrh; iqfyl izfr;ksfxrk esa f[kykfM;ksa }kjk vftZr fd;s x;s indksa dk fooj.k,vf[ky Hkkjrh; iqfyl izfr;ksfxrk esa f[kykfM;ksa }kjk vftZr fd;s x;s indksa dk fooj.k,vf[ky Hkkjrh; iqfyl izfr;ksfxrk esa f[kykfM;ksa }kjk vftZr fd;s x;s indksa dk fooj.k,vf[ky Hkkjrh; iqfyl izfr;ksfxrk esa f[kykfM;ksa }kjk vftZr fd;s x;s indksa dk fooj.k,vf[ky Hkkjrh; iqfyl izfr;ksfxrk esa f[kykfM;ksa }kjk vftZr fd;s x;s indksa dk fooj.k,vf[ky Hkkjrh; iqfyl izfr;ksfxrk esa f[kykfM;ksa }kjk vftZr fd;s x;s indksa dk fooj.k,vf[ky Hkkjrh; iqfyl izfr;ksfxrk esa f[kykfM;ksa }kjk vftZr fd;s x;s indksa dk fooj.k,vf[ky Hkkjrh; iqfyl izfr;ksfxrk esa f[kykfM;ksa }kjk vftZr fd;s x;s indksa dk fooj.k,vf[ky Hkkjrh; iqfyl izfr;ksfxrk esa f[kykfM;ksa }kjk vftZr fd;s x;s indksa dk fooj.k,vf[ky Hkkjrh; iqfyl izfr;ksfxrk esa f[kykfM;ksa }kjk vftZr fd;s x;s indksa dk fooj.k
273,,Qsaflax,&,"vkj{kh lqear izlkn
vkj{kh jfo ?kwfl;k
vkj{kh “kSysUnz dqekj jke
vkj{kh “kf”kdkar tSlokj",izFke vf[ky Hkkjrh; iqfyl dcM~Mh DyLVj izfr;ksfxrk,tkya/kj] iatkc ,02-03-2025 ls 06-03-2025 ,2025,"¶okby Vhe bosUV iq:""k",dkaL;
274,,Qsaflax,&,"vkj{kh fizal pkS/kjh
vkj{kh mes”k ;kno
vkj{kh tksxsUnz
vkj{kh va”kfxu dqekj",izFke vf[ky Hkkjrh; iqfyl dcM~Mh DyLVj izfr;ksfxrk,tkya/kj] iatkc ,02-03-2025 ls 06-03-2025 ,2025,"bZih Vhe bosUV iq:""k",dkaL;
275,,Qsaflax,&,"e-vkj{kh lSQkyh iky
e-vkj{kh fiz;adk f}osnh
e-vkj{kh f”k[kk 
e-vkj{kh [kq”kcw",izFke vf[ky Hkkjrh; iqfyl dcM~Mh DyLVj izfr;ksfxrk,tkya/kj] iatkc ,02-03-2025 ls 06-03-2025 ,2025,lscj Vhe bosUV efgyk,dkaL;
276,,Qsaflax,&,"e-vkj{kh oanuk ;kno
e-vkj{kh “kqjfHk
e-vkj{kh f”kYih
e-vkj{kh vuhrk",izFke vf[ky Hkkjrh; iqfyl dcM~Mh DyLVj izfr;ksfxrk,tkya/kj] iatkc ,02-03-2025 ls 06-03-2025 ,2025,¶okby Vhe bosUV efgyk,dkaL;
277,,dcM~Mh,&,vtqZu ns'koky] vt; jkBh] fofur uSu] /kuUt; dqekj] yfyr pkS/kjh] 'kqHke dqekj] vktkn flag] vtosUnz flag] ikfjrks'k rsofr;k] fuxe pkS/kjh] vadq'k dqekj] fodze izrki falag,izFke vf[ky Hkkjrh; iqfyl dcM~Mh DyLVj izfr;ksfxrk,tkya/kj] iatkc ,02-03-2025 ls 06-03-2025 ,2025,"Vhe bosUV iq:""k",Lo.kZ
278,,dcM~Mh,232290141 232330614 232032044 232032057 232510256 232290167 232510298 232330627 232510025 192674890 162294024 162803798 ,"f'kokuh
Lusgk
vpZuk ;kno
csoh ;kno
eUuw
vuq
fiz;k
o""kkZ rkfy;ku
vpZuk
o""kkZ R;kxh
lksfudk ukxj
usgk",izFke vf[ky Hkkjrh; iqfyl dcM~Mh DyLVj izfr;ksfxrk,tkya/kj] iatkc ,02-03-2025 ls 06-03-2025 ,2025,Vhe bosUV efgyk,jtr
279,lkekU;,lsid Vdjk,,"e-vkj{kh izhrh
Losrk rksej
fjadh iVsy
fjadh
izfrdk vk;kZ
dq”kqe jkuh
eksfguh Jhokl
“k”kh izHkk
T;ksfr
fiz;adk Nksdj
fjpk
Lokrh flag
izhrh xqIrk
yrk dqekjh
fjfrdk “kekZ",73oha vf[ky Hkkjrh; iqfyl okyhcky DyLVj  izfr;ksfxrk ,e/kqou djuky,07-03-2025 ls 11-03-2025,2025,Vhe bosUV efgyk,dkaL;
280,lkekU;,lsid Vdjk,,"eksfgr xksLokeh
ukjk;.k flag
fu'kkUr rksej
veu
fo'kky ;kno
fgeka'kq jk;",73oha vf[ky Hkkjrh; iqfyl okyhcky DyLVj  izfr;ksfxrk ,e/kqou djuky,07-03-2025 ls 11-03-2025,2025,"DokM bosUV iq:""k",dkaL;
281,lkekU;, 'kwfVax M~;wVhehV,030540154,gsdk rtsUnz flag,25oha vf[ky Hkkjrh; iqfyl “kwfVax M~;wVhehV ¼esu½ izfr;ksfxrk 2024&25,psaxyiV~Vw,17-03-2025 ls 22-03-2025,2025,50;kMZ LuSi “kwfVax dkckZbu,dkaL;
282,dq-f[k-,rSjkdh,&,jksfgr 'kekZ,72oha vf[ky Hkkjrh; iqfyl rSjkdh@ØkWld.Vªh izfr;ksfxrk 2024&25,xka/khuxj] xqtjkr,24-03-2025 ls 28-03-2025 ,2025,200eh0 Breast stroke,Lo.kZ
283,dq-f[k-,rSjkdh,232650123,fj;k oekZ,72oha vf[ky Hkkjrh; iqfyl rSjkdh@ØkWld.Vªh izfr;ksfxrk 2024&25,xka/khuxj] xqtjkr,24-03-2025 ls 28-03-2025 ,2025,50eh0 Breast stroke,Lo.kZ
284,dq-f[k-,rSjkdh,&,jksfgr 'kekZ,72oha vf[ky Hkkjrh; iqfyl rSjkdh@ØkWld.Vªh izfr;ksfxrk 2024&25,xka/khuxj] xqtjkr,24-03-2025 ls 28-03-2025 ,2025,50eh0 Breast stroke,jtr
285,dq-f[k-,rSjkdh,"234130085
232330366
232650123
232032031","rq""kkj jk;
gf""kZr fujoku
fj;k oekZ
oUnuk lkguh",72oha vf[ky Hkkjrh; iqfyl rSjkdh@ØkWld.Vªh izfr;ksfxrk 2024&25,xka/khuxj] xqtjkr,24-03-2025 ls 28-03-2025 ,2025,Qzh LVkby feDl fjys 4x50,dkaL;
286,dq-f[k-,rSjkdh,232650123,fj;k oekZ,72oha vf[ky Hkkjrh; iqfyl rSjkdh@ØkWld.Vªh izfr;ksfxrk 2024&25,xka/khuxj] xqtjkr,24-03-2025 ls 28-03-2025 ,2025,50eh- Qzh Lvkby,jtr 
287,dq-f[k-,rSjkdh,232032031,oUnkuk lkguh,72oha vf[ky Hkkjrh; iqfyl rSjkdh@ØkWld.Vªh izfr;ksfxrk 2024&25,xka/khuxj] xqtjkr,24-03-2025 ls 28-03-2025 ,2025,50eh- Qzh Lvkby,dkaL;
288,dq-f[k-,rSjkdh,234100792,vukfedk lkguh,72oha vf[ky Hkkjrh; iqfyl rSjkdh@ØkWld.Vªh izfr;ksfxrk 2024&25,xka/khuxj] xqtjkr,24-03-2025 ls 28-03-2025 ,2025,200eh- cVj¶ykbZ,dkaL;
289,dq-f[k-,rSjkdh,232650123,fj;k oekZ,72oha vf[ky Hkkjrh; iqfyl rSjkdh@ØkWld.Vªh izfr;ksfxrk 2024&25,xka/khuxj] xqtjkr,24-03-2025 ls 28-03-2025 ,2025,100eh0 Breast stroke ,Lo.kZ
290,dq-f[k-,rSjkdh,232032031,oUnkuk lkguh,72oha vf[ky Hkkjrh; iqfyl rSjkdh@ØkWld.Vªh izfr;ksfxrk 2024&25,xka/khuxj] xqtjkr,24-03-2025 ls 28-03-2025 ,2025,100eh0 Qzh LVkbZy,dkaL;
291,dq-f[k-,rSjkdh,232032031,oUnkuk lkguh,72oha vf[ky Hkkjrh; iqfyl rSjkdh@ØkWld.Vªh izfr;ksfxrk 2024&25,xka/khuxj] xqtjkr,24-03-2025 ls 28-03-2025 ,2025,50eh- cVj¶ykbZ,dkaL;
292,dq-f[k-,rSjkdh,234100792,vukfedk lkguh,72oha vf[ky Hkkjrh; iqfyl rSjkdh@ØkWld.Vªh izfr;ksfxrk 2024&25,xka/khuxj] xqtjkr,24-03-2025 ls 28-03-2025 ,2025,800eh0 Qzh LVkbZy,dkaL;
293,dq-f[k-,rSjkdh,,vkj{kh jksfgr “kekZ,72oha vf[ky Hkkjrh; iqfyl rSjkdh@ØkWld.Vªh izfr;ksfxrk 2024&25,xka/khuxj] xqtjkr,24-03-2025 ls 28-03-2025 ,2025,100eh0 Breast stroke ,Lo.kZ
294,dq-f[k-,ØkWld.Vªh,"232030123
232030051
232030093
232530102","e-vkj{kh eerk iky
e-vkj{kh f”kYih ;kno
e-vkj{kh izseyrk
e-vkj{kh dkty pdzorhZ",72oha vf[ky Hkkjrh; iqfyl rSjkdh@ØkWld.Vªh izfr;ksfxrk 2024&25,xka/khuxj] xqtjkr,24-03-2025 ls 28-03-2025 ,2025,Vhe bosUV ¼ØkWld.Vªh½,Lo.kZ
295,dq-f[k-@lk-,ØkWld.Vªh,"180540378
232510719
232510533
232330193","m-fu- cyjke
vkj{kh fizUl dqekj
vkj{kh fj’khiky flag
vkj{kh nsosUnz pkS/kjh",72oha vf[ky Hkkjrh; iqfyl rSjkdh@ØkWld.Vªh izfr;ksfxrk 2024&25,xka/khuxj] xqtjkr,24-03-2025 ls 28-03-2025 ,2025,Vhe bosUV ¼ØkWld.Vªh½,Lo.kZ
296,lkekU;,ØkWld.Vªh,180540378,m-fu- cyjke,72oha vf[ky Hkkjrh; iqfyl rSjkdh@ØkWld.Vªh izfr;ksfxrk 2024&25,xka/khuxj] xqtjkr,24-03-2025 ls 28-03-2025 ,2025,Vhe bosUV ¼ØkWld.Vªh½,Lo.kZ
297,dq-f[k-,ØkWld.Vªh,232510719,vkj{kh fizUl dqekj,72oha vf[ky Hkkjrh; iqfyl rSjkdh@ØkWld.Vªh izfr;ksfxrk 2024&25,xka/khuxj] xqtjkr,24-03-2025 ls 28-03-2025 ,2025,Vhe bosUV ¼ØkWld.Vªh½,jtr
298,dq-f[k-,ØkWld.Vªh,232030123,e-vkj{kh eerk iky,72oha vf[ky Hkkjrh; iqfyl rSjkdh@ØkWld.Vªh izfr;ksfxrk 2024&25,xka/khuxj] xqtjkr,24-03-2025 ls 28-03-2025 ,2025,Vhe bosUV ¼ØkWld.Vªh½,dkaL;
299,dq-f[k-, 'kwfVax LiksV~lZ,"232290473
232570386
232510126","vkj{kh fu”kkar rksej
vkj{kh xkSjo “kekZ
vkj{kh vueksy vjksjk",18oha vf[ky Hkkjrh; iqfyl “kwfVax LiksV~lZ izfr;ksfxrk 2024&25,bUnkSj,24-03-2025 ls 29-03-2025 ,2025,25eh- jSfiM Qk;j fiLVy ¼Vhe bosUV½,dkaL;
300,dq-f[k-, 'kwfVax LiksV~lZ,232510432,vkj{kh veu jkoy,18oha vf[ky Hkkjrh; iqfyl “kwfVax LiksV~lZ izfr;ksfxrk 2024&25,bUnkSj,24-03-2025 ls 29-03-2025 ,2025,"50eh- jkbQy
¼Fkzh iksth”ku½",dkaL;
301,dq-f[k-, 'kwfVax LiksV~lZ,&,"e-vkj{kh vYdqe fu'kk
e-vkj{kh jf'e dqekjh
e-vkj{kh iwtk oekZ",18oha vf[ky Hkkjrh; iqfyl “kwfVax LiksV~lZ izfr;ksfxrk 2024&25,bUnkSj,24-03-2025 ls 29-03-2025 ,2025,"50eh- jkbQy
¼izksu iksth”ku½",Lo.kZ
302,dq-f[k-, 'kwfVax LiksV~lZ,&,vkj{kh 'k'kkad f=ikBh,18oha vf[ky Hkkjrh; iqfyl “kwfVax LiksV~lZ izfr;ksfxrk 2024&25,bUnkSj,24-03-2025 ls 29-03-2025 ,2025,"50eh- jkbQy
¼izksu iksth”ku½",Lo.kZ
303,dq-f[k-, 'kwfVax LiksV~lZ,&,"e-vkj{kh euh""kk iky
e-vkj{kh usgk
e-vkj{kh efgek dEckst",18oha vf[ky Hkkjrh; iqfyl “kwfVax LiksV~lZ izfr;ksfxrk 2024&25,bUnkSj,24-03-2025 ls 29-03-2025 ,2025,"10eh- ,;j fiLVy",Lo.kZ
304,dq-f[k-, 'kwfVax LiksV~lZ,&,"e-vkj{kh euh""kk iky",18oha vf[ky Hkkjrh; iqfyl “kwfVax LiksV~lZ izfr;ksfxrk 2024&25,bUnkSj,24-03-2025 ls 29-03-2025 ,2025,"10eh- ,;j fiLVy",Lo.kZ
305,dq-f[k-, 'kwfVax LiksV~lZ,&,e-vkj{kh usgk,18oha vf[ky Hkkjrh; iqfyl “kwfVax LiksV~lZ izfr;ksfxrk 2024&25,bUnkSj,24-03-2025 ls 29-03-2025 ,2025,"10eh- ,;j fiLVy",jtr
306,dq-f[k-, 'kwfVax LiksV~lZ,&,e-vkj{kh vYdqe fu'kk,18oha vf[ky Hkkjrh; iqfyl “kwfVax LiksV~lZ izfr;ksfxrk 2024&25,bUnkSj,24-03-2025 ls 29-03-2025 ,2025,"50eh- jkbQy
¼izksu iksth”ku½",jtr
307,dq-f[k-@lk-,"ckLdsVcky 
¼efgyk Vhe½","232290529
232510096
232031995
234103586
234240382
232290402
234240542
232010134
234103645","fyizkebZ lriFkh
lk{kh flag
cj[kk lksudj
eulk chih
jkxuh >ka
vuqjk/kk lsB
uSUlh xqIrk
eukyh cksjk
vuqlqbZ;k luy th ukFk",izFke vf[ky Hkkjrh; iqfyl gS.Mcky@ckLdsVcky izfr;ksfxkr 2024&25,y[kuÅ,07-04-2025 ls 11-04-2025,2025,&,Lo.kZ
308,dq-f[k-@lk-,"ckLdsVcky 
¼iq:""k Vhe½","190745516
182664351
180590562
190575832
183211297
232330395
234103674
202151643
232290516
232510878
2988
3249","vkdk'k iokaj
lR;thr pijkuk
fgeka'kw flag
lfpu pkS/kjh
 'kjn lw;Zoa'kh
QSly [kku
v{k; dqekj Mh
dqynhi flag
fnfXot; flag
g""kZ Mkxj
eks- dSQ
dq'ky flag",izFke vf[ky Hkkjrh; iqfyl gS.Mcky@ckLdsVcky izfr;ksfxkr 2024&25,y[kuÅ,07-04-2025 ls 11-04-2025,2025,&,Lo.kZ
309,,cSMfeUVu,&,efgyk Vhe,izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,Vhe pSfEi;uf'ki,jtr
310,,cSMfeUVu,&,"iq:""k Vhe",izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,Vhe pSfEi;uf'ki,jtr
311,,cSMfeUVu,&,"tquSn vUlkjh
fjpk ;kno",izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,fefJr ;qxy vksiu,dkaL;
312,,cSMfeUVu,&,"jktu ;kno
fleju pkS/kjh",izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,fefJr ;qxy vksiu,Lo.kZ
313,,cSMfeUVu,&,tquSn vUlkjh o vU;,izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,vksiu McYl,dkaL;
314,,cSMfeUVu,&,fleju pkS/kjh,izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,efgyk flxYl,dkaL;
315,,cSMfeUVu,&,fjpk ;kno,izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,efgyk flxYl,dkaL;
316,,cSMfeUVu,&,"dfiy
fi;w""k",izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,"iq:""k ;qxy vksiu",jtr
317,,cSMfeUVu,&,"fleju pkS/kjh
fjpk ;kno",izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,efgyk ;qxy,jtr
318,,cSMfeUVu,&,Jherh pk: fuxe,izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,jktif=r efgyk flaxYl,dkaL;
319,,Vscy Vsful,&,"jkgqy pkS/kjh
vjfoUn pkS/kjh
d`"".kk flag
lqczrjkt oekZ
fo'kky jkt",izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,"iq:""k Vhe pSfEi;uf'ki",Lo.kZ
320,,Vscy Vsful,&,"jkgqy pkS/kjh
vjfoUn pkS/kjh",izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,vksiu McYl,Lo.kZ
321,,Vscy Vsful,&,"lqczrjkt oekZ
J`f""V tk;loky",izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,vksiu feDl McYl,Lo.kZ
322,,Vscy Vsful,&,lqczrjkt oekZ,izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,vksiu flaxy,jtr
323,,Vscy Vsful,&,jkgqy pkS/kjh,izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,vksiu flaxy,dkaL;
324,,Vscy Vsful,&,"vjfoUn pkS/kjh
xquxqu lkgw",izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,vksiu feDl McYl,jtr
325,,Vscy Vsful,&,"egs'kpUnz ik.Ms;
,pvks- vpZuk",izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,osVuZl 40 Iyl feDl McYl,dkaL;
326,,Vscy Vsful,&,"ftrsUnz flag
e/kq d';i",izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,osVuZl 50 Iyl feDl McYl,jtr
327,,Vscy Vsful,&,"egs'kpUnz ik.Ms;
'khyk ;kn;",izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,osVuZl 50 Iyl feDl McYl,dkaL;
328,,Vscy Vsful,&,"xquxqu lkgw
jkuh flag
J`f""V tk;loky
fiz;adk vjksMk
jkseh",izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,Vhe pSfEi;uf'ki efgyk,Lo.kZ
329,,Vscy Vsful,&,"l`f""V tk;loky",izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,vksiu flaxy,Lo.kZ
330,,Vscy Vsful,&,"xquxqu lkgw
J`f""V tk;loky",izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,vksiu McYl,Lo.kZ
331,,Vscy Vsful,&,xquxqu lkgw,izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,vksiu flaxy,jtr
332,,Vscy Vsful,&,"jkuh flag
jkseh",izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,vksiu McYl,jtr
333,,Vscy Vsful,&,jkseh,izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,vksiu flaxy,dkaL;
334,,Vscy Vsful,&,",pvks vpZuk",izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,oSVuZl 40$ flaxy,dkaL;
335,,Vscy Vsful,&,e/kq d';i,izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,oSVuZl 50$ flaxy,jtr
336,,Vscy Vsful,&,lfjrk ukxoa'kh,izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,oSVuZl 50$ flaxy,dkaL;
337,,Vscy Vsful,&, 'khyk ;kno,izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,oSVuZl 50$ flaxy,dkaL;
338,,Vscy Vsful,&,e/kq d';Ik o vU;,izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,oSVuZl 50$ McYl,Lo.kZ
339,,Vscy Vsful,&,lfjrk ukxoa'kh o 'khyk ;kno,izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,oSVuZl 50$ McYl,jtr
340,,Vscy Vsful,&,"Jherh pk: fuxe ¼vkbZih,l½",izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,vksiu flaxy efgyk oxZ,dkaL;
341,,Vscy Vsful,&,"Jherh pk: fuxe ¼vkbZih,l½
Dysp Jh izse dqekj Fkkik",izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,vksiu feDl McYl,dkaL;
