vf[ky Hkkjrh; iqfyl izfr;ksfxrk esa f[kykfM;ksa }kjk vftZr fd;s x;s indksa dk fooj.k,vf[ky Hkkjrh; iqfyl izfr;ksfxrk esa f[kykfM;ksa }kjk vftZr fd;s x;s indksa dk fooj.k,vf[ky Hkkjrh; iqfyl izfr;ksfxrk esa f[kykfM;ksa }kjk vftZr fd;s x;s indksa dk fooj.k,vf[ky Hkkjrh; iqfyl izfr;ksfxrk esa f[kykfM;ksa }kjk vftZr fd;s x;s indksa dk fooj.k,vf[ky Hkkjrh; iqfyl izfr;ksfxrk esa f[kykfM;ksa }kjk vftZr fd;s x;s indksa dk fooj.k,vf[ky Hkkjrh; iqfyl izfr;ksfxrk esa f[kykfM;ksa }kjk vftZr fd;s x;s indksa dk fooj.k,vf[ky Hkkjrh; iqfyl izfr;ksfxrk esa f[kykfM;ksa }kjk vftZr fd;s x;s indksa dk fooj.k,vf[ky Hkkjrh; iqfyl izfr;ksfxrk esa f[kykfM;ksa }kjk vftZr fd;s x;s indksa dk fooj.k,vf[ky Hkkjrh; iqfyl izfr;ksfxrk esa f[kykfM;ksa }kjk vftZr fd;s x;s indksa dk fooj.k,vf[ky Hkkjrh; iqfyl izfr;ksfxrk esa f[kykfM;ksa }kjk vftZr fd;s x;s indksa dk fooj.k,vf[ky Hkkjrh; iqfyl izfr;ksfxrk esa f[kykfM;ksa }kjk vftZr fd;s x;s indksa dk fooj.k
53,lkekU;,Vscy Vsful,&,",pvks vpZuk",izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,oSVuZl 40$ flaxy,dkaL;
54,lkekU;,Vscy Vsful,&,e/kq d';i,izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,oSVuZl 50$ flaxy,jtr
55,lkekU;,Vscy Vsful,&,lfjrk ukxoa'kh,izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,oSVuZl 50$ flaxy,dkaL;
56,lkekU;,Vscy Vsful,&, 'khyk ;kno,izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,oSVuZl 50$ flaxy,dkaL;
57,lkekU;,Vscy Vsful,&,e/kq d';Ik o vU;,izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,oSVuZl 50$ McYl,Lo.kZ
58,lkekU;,Vscy Vsful,&,lfjrk ukxoa'kh o 'khyk ;kno,izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,oSVuZl 50$ McYl,jtr
59,lsuk-,Vscy Vsful,&,"Jherh pk: fuxe ¼vkbZih,l½",izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,vksiu flaxy efgyk oxZ,dkaL;
60,lkekU;,Vscy Vsful,&,"Jherh pk: fuxe ¼vkbZih,l½
Dysp Jh izse dqekj Fkkik",izFke vf[ky Hkkjrh; iqfyl cSMfeUVu DyLVj ¼cSMfeUVu@Vscy Vsful½ izfr;ksfxrk 2024&25,dksPph] dsjy ,11-04-2025 ls 15-04-2025 ,2025,vksiu feDl McYl,dkaL;
61,dq-f[k-,dq'rh,232330672,e-vk- papy fljksgh,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,50 fdxzk-,Lo.kZ
62,dq-f[k-,dq'rh,182664276,e-eq-vk- bUnw pkS/kjh,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,50 fdxzk-,dkaL;
63,dq-f[k-,dq'rh,232010150,e-vk- fiz;ka'kh iztkifr,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,53 fdxzk-,dkaL;
64,dq-f[k-,dq'rh,232510403,e-vk- laxhrk,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,55 fdxzk-,jtr
65,dq-f[k-,dq'rh,232032073,e-vk- ekulh ;kno,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,57 fdxzk-,dkaL;
66,dq-f[k-,dq'rh,232330630,e-vk- nh{kk rksej,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,57 fdxzk-,dkaL;
67,dq-f[k-,dq'rh,232510230,e-vk- ruq efyd,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,59 fdxzk-,jtr
68,dq-f[k-,dq'rh,234103599,"e-vk- iq""ik ;kno",74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,62 fdxzk-,dkaL;
69,dq-f[k-,dq'rh,232290154,e-vk-yoyhu dkSj,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,65 fdxzk-,Lo.kZ
70,dq-f[k-,dq'rh,182664335,e-vk- uhye rksej,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,76 fdxzk-,jtr
71,dq-f[k-,dq'rh,234240438,vk- fo'kky lkguh,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,57 fdxzk-,Lo.kZ
72,dq-f[k-,dq'rh,232510054,vk- jfoUnz,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,61 fdxzk-,Lo.kZ
73,dq-f[k-,dq'rh,232510038,"vk- vfHk""ksd",74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,70 fdxzk-,dkaL;
74,dq-f[k-,dq'rh,232031810,vk- rstohj flag ;kno,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,74 fdxzk-,dkaL;
75,dq-f[k-,dq'rh,182664306,vk- vuqt,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,79 fdxzk-,dkaL;
76,dq-f[k-,dq'rh,232510171,vk- lfpu,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,67 fdxzk-,Lo.kZ
77,dq-f[k-,dq'rh,234100255,vk- vuwi dqekj,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,55 fdxzk-,jtr
78,dq-f[k-,dq'rh,232510269,vk- gjh'k ;kno,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,72 fdxzk-,dkaL;
79,dq-f[k-,dq'rh,232510038,"vk- vfHk""ksd",74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,72 fdxzk-,dkaL;
80,dq-f[k-,dq'rh,232650152,vk- yksdsUnz,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,97 fdxzk-,dkaL;
81,dq-f[k-,dq'rh,232330669,e-vk- gseyrk,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,53 fdxzk-,jtr
82,lkekU;,vkeZ jsfLyax,210683488,vk- vt; iky flag,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,65 fdxzk-,Lo.kZ
83,lkekU;,vkeZ jsfLyax,112020617,e-eq-vk- oUnuk,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,70 fdxzk-,jtr
84,lkekU;,vkeZ jsfLyax,182141267,e-eq-vk- uhjt,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,60 fdxzk-,jtr
85,lkekU;,vkeZ jsfLyax,212650345,e-eq-vk- :fp pkSgku,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,50 fdxzk-,dkaL;
86,lkekU;,vkeZ jsfLyax,210527087,"vk- d`"".kk",74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,70 fdxzk-,dkaL;
87,lkekU;,vkeZ jsfLyax,190754963,vk- jkgqy jkds'k,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,80 fdxzk-,dkaL;
88,lkekU;,vkeZ jsfLyax,212542158,vk- eukst,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,60 fdxzk-,Lo.kZ
89,lkekU;,vkeZ jsfLyax,190732750,eq-vk-jkgqy dqekj,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,85 fdxzk-,Lo.kZ
90,lkekU;,vkeZ jsfLyax,191860344,eq-vk- fodkl ukxj,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,110 fdxzk-,Lo.kZ
91,lkekU;,vkeZ jsfLyax,162150940,e-vk- jsuw,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,80 fdxzk-,Lo.kZ
92,lkekU;,vkeZ jsfLyax,112761530,e-eq-vk- nhik pkS/kjh,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,80$ fdxzk-,Lo.kZ
93,lkekU;,vkeZ jsfLyax,052330197,eq-vk- latho rsofr;k,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,110$ fdxzk-,jtr
94,lkekU;,vkeZ jsfLyax,191866660,vk- vej pkS/kjh,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,90 fdxzk-,jtr
95,lkekU;,vkeZ jsfLyax,190467212,eq-vk- jktho,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,55 fdxzk-,jtr
96,lkekU;,ckMh fcfYMax,162332373,eq-vk- fjUdw HkkVh,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,90 fdxzk-,jtr
97,lkekU;,ckMh fcfYMax,190741295,eq-vk- f'koe eku,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,100$ fdxzk-,jtr
98,lkekU;,ckMh fcfYMax,052240775,eq-vk- vkse flag,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,100 fdxzk-,dkaL;
99,dq-f[k-,ckfDalx,234240180,vk- lqnhi dqekj,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,50 fdxzk-,Lo.kZ
100,dq-f[k-,ckfDalx,232330018,vk- jkWdh pkS/kjh,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,80 fdxzk-,jtr
101,dq-f[k-,ckfDalx,234100721,e-vk- jkfxuh mik/;k;,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,54 fdxzk-,jtr
102,dq-f[k-,ckfDalx,232510458,e-vk- fjadh 'kekZ,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,75 fdxzk-,jtr
103,dq-f[k-,ckfDalx,232330223,vk- lquhy pkSgku,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,60 fdxzk-,dkaL;
104,dq-f[k-,ckfDalx,232330308,e-vk- jk'kh 'kekZ,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,51 fdxzk-,dkaL;
105,dq-f[k-,ckfDalx,232510559,e-vk- floh,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,65 fdxzk-,dkaL;
106,dq-f[k-,ckfDalx,232510445,e-vk- vkLFkk ikgok,74oha vf[ky Hkkjrh; iqfyl dq”rh DyLVj izfr;ksfxrk&2024 ,gfj;k.kk,20-09-2025 ls 24-09-2025,2025,70 fdxzk-,dkaL;
107,dq-f[k-,twMks,232290040,vkj{kh euh 'kekZ,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,60 KG,Lo.kZ
108,dq-f[k-,twMks,232510735,vk- fo/kku dqekj,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,100+ KG,dkaL;
109,dq-f[k-,twMks,232010062,e-vk- vfUre ;kno,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,48 KG,dkaL;
110,dq-f[k-,rkbZDok.Mks,232290675,fj-vk- xqy'ku 'kekZ,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,87+ KG,Lo.kZ
111,dq-f[k-,rkbZDok.Mks,232650253,e-vk- vuh'kk,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,U-53 KG,Lo.kZ
112,dq-f[k-,rkbZDok.Mks,234100082,e-vk- lhek dukSft;k,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,U-49 KG,Lo.kZ
113,dq-f[k-,rkbZDok.Mks,232510142,e-vk- [kq'kcw ;kno,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,U-73 KG,jtr
114,dq-f[k-,rkbZDok.Mks,232330643,e-vk- e/kw flag,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,U-67 KG,jtr
115,dq-f[k-,rkbZDok.Mks,232510155,e-vk- iwtk,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,U-57 KG,dkaL;
116,dq-f[k-,rkbZDok.Mks,232032187,"vkj{kh _f""k jk;",10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,U-68 KG,jtr
117,lkekU;,rkbZDok.Mks,182532607,vkj{kh thr flag ine,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,U-80 KG,dkaL;
118,lkekU;,isapd flykV,231095514,"m-fu- ,'o;kZ dkS'ky] e-vk- 'osrk] e-vk- vf{kdk",10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,टीम स्पर्धा (रेगु),Lo.kZ
119,lkekU;,isapd flykV,192132552,e-vk- 'khry nsoh,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,-45 किग्रा0,Lo.kZ
120,lkekU;,isapd flykV,162332911,e-vk- vkjrh,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,65-70 किग्रा0,dkaL;
121,lkekU;,isapd flykV,202530262,e-vk- cfcrk,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,70-75 किग्रा0,dkaL;
122,lkekU;,isapd flykV,182017067,vk- lanhi ;kno,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,55-50 किग्रा0/ सोलो,jtr
123,lkekU;,isapd flykV,182733329,eq-vk- fouhr ;kno,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,70-75 किग्रा0,dkaL;
124,lkekU;,isapd flykV,112292225,eq-vk- eukst dqekj,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,85-90 किग्रा0,dkaL;
125,lkekU;,isapd flykV,220640257,vk- nqxsZ'k ;kno,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,-45 किग्रा0,dkaL;
126,lkekU;,isapd flykV,180570241,vk- lqjsUnz ;kno,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,45-50 किग्रा0,dkaL;
127,dq-f[k-,oq'kw,232290125,e-vk- fiz;adk,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,ताउलू Daoshu,Lo.kZ
128,dq-f[k-,oq'kw,232290125,e-vk- fiz;adk,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,ताउलू Gunshu,Lo.kZ
129,dq-f[k-,oq'kw,232330353,e-vk- izhrh,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,56 किग्रा0 साण्डा,jtr
130,dq-f[k-,oq'kw,232330252,vk- eksfgr Fkkik,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,ताउलू Nandao,jtr
131,dq-f[k-,oq'kw,232010075,e-vk- Jqfr ljoS;k,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,75 किग्रा0 साण्डा,jtr
132,lkekU;,oq'kw,212124583,e-vk- dq- lquhrk,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,70 किग्रा0 साण्डा,jtr
133,dq-f[k-,oq'kw,232330236,vk- jfo lw;Zoa'kh,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,ताउलू Nangun,jtr
134,dq-f[k-,oq'kw,232650022,e-vk- gqek [kku,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,48 किग्रा0 साण्डा,dkaL;
135,dq-f[k-,oq'kw,232330252,vk- eksfgr Fkkik,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,ताउलू Nanquan,dkaL;
136,lkekU;,oq'kw,211861533,vk- 'kfDr flag,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,80 किग्रा0 साण्डा,dkaL;
137,dq-f[k-,oq'kw,232290125,e-vk- fiz;adk,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,ताउलू Changquan,dkaL;
138,dq-f[k-,oq'kw,232510517,e-vk- f'koe,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,-52 किग्रा0 साण्डा,dkaL;
139,dq-f[k-,oq'kw,232510676,"vk- _""kHk ukxj",10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,100 किग्रा0 साण्डा,dkaL;
140,dq-f[k-,oq'kw,232330236,vk- jfo lw;Zoa'kh,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,ताउलू Nandao,dkaL;
141,dq-f[k-,oq'kw,232330252,vk- eksfgr Fkkik,10oha vf[ky Hkkjrh; iqfyl twMks DyLVj izfr;ksfxrk 2025,Jhuxj] tEew d'ehj,08-10-2025 ls 16-10-2025,2025,ताउलू Nangun,dkaL;
1,dq-f[k-,HkkjksRrksyu,234240294,vk- lqns'k dqekj ik.Ms;,02oha vf[ky Hkkjrh; iqfyl HkkjksRrksyu DyLVj izfr;ksfxrk 2025,vejkorh] vkU/kzizns'k,13-10-2025 ls 17-10-2025,2025,60 KG,Lo.kZ
2,dq-f[k-,HkkjksRrksyu,CP 238,vk- fl)kUr pkS/kjh,02oha vf[ky Hkkjrh; iqfyl HkkjksRrksyu DyLVj izfr;ksfxrk 2025,vejkorh] vkU/kzizns'k,13-10-2025 ls 17-10-2025,2025,110 KG,Lo.kZ
3,dq-f[k-,HkkjksRrksyu,232510605,vk- izos'k cSlks;k,02oha vf[ky Hkkjrh; iqfyl HkkjksRrksyu DyLVj izfr;ksfxrk 2025,vejkorh] vkU/kzizns'k,13-10-2025 ls 17-10-2025,2025,79 KG,jtr
4,dq-f[k-,HkkjksRrksyu,182492828,eq-vk- c`ts'k dqekj,02oha vf[ky Hkkjrh; iqfyl HkkjksRrksyu DyLVj izfr;ksfxrk 2025,vejkorh] vkU/kzizns'k,13-10-2025 ls 17-10-2025,2025,94 KG,jtr
5,dq-f[k-,HkkjksRrksyu,232510849,e-vk- dksey [kku,02oha vf[ky Hkkjrh; iqfyl HkkjksRrksyu DyLVj izfr;ksfxrk 2025,vejkorh] vkU/kzizns'k,13-10-2025 ls 17-10-2025,2025,77 KG,Lo.kZ
6,dq-f[k-,HkkjksRrksyu,234240236,e-vk- jk/kk lksuh,02oha vf[ky Hkkjrh; iqfyl HkkjksRrksyu DyLVj izfr;ksfxrk 2025,vejkorh] vkU/kzizns'k,13-10-2025 ls 17-10-2025,2025,48 KG,Lo.kZ
7,dq-f[k-,HkkjksRrksyu,232510750,e-vk- 'kkyw,02oha vf[ky Hkkjrh; iqfyl HkkjksRrksyu DyLVj izfr;ksfxrk 2025,vejkorh] vkU/kzizns'k,13-10-2025 ls 17-10-2025,2025,53 KG,jtr
8,dq-f[k-,HkkjksRrksyu,232030178,e-vk- fiz;adk ekS;kZ,02oha vf[ky Hkkjrh; iqfyl HkkjksRrksyu DyLVj izfr;ksfxrk 2025,vejkorh] vkU/kzizns'k,13-10-2025 ls 17-10-2025,2025,71 KG,dkaL;
9,lkekU;,ikoj fyf¶Vax,152012946,eq-vk- iou dqekj 'kekZ,02oha vf[ky Hkkjrh; iqfyl HkkjksRrksyu DyLVj izfr;ksfxrk 2025,vejkorh] vkU/kzizns'k,13-10-2025 ls 17-10-2025,2025,66 KG,Lo.kZ
10,lkekU;,ikoj fyf¶Vax,190755634,vk- jkds'k dqekj,02oha vf[ky Hkkjrh; iqfyl HkkjksRrksyu DyLVj izfr;ksfxrk 2025,vejkorh] vkU/kzizns'k,13-10-2025 ls 17-10-2025,2025,59 KG,Lo.kZ
11,lkekU;,ikoj fyf¶Vax,190468039,eq-vk- 'kqHke efyd,02oha vf[ky Hkkjrh; iqfyl HkkjksRrksyu DyLVj izfr;ksfxrk 2025,vejkorh] vkU/kzizns'k,13-10-2025 ls 17-10-2025,2025,74 KG,Lo.kZ
